sentence_1	sentence_2	score
For residents with incomes above $500,000, the income-tax rate will increase to 4.45 percent.	The top rate will go to 445 percent for all residents with taxable incomes above 500000	1
Justice Minister Martin Cauchon and Prime Minister Jean Chretien both have said the government will introduce legislation to decriminalize possession of small amounts of pot.	Dos Reis is scheduled to be sentenced in Danbury Superior Court this morning on charges of first-degree manslaughter and second-degree sexual assault.	0
A lot of these are made-up stories, Schwarzenegger told NBC television.	Well first of all a lot of these are made up stories Mr Schwarzenegger said	1
Britz earned $3.77 million in salary, bonus and other compensation, and Kinney earned $3.76 million.	Elsewhere in theaters this weekend X2 earned 171 million to raise its threeweek total to 174 million	0
The new contract extends the guarantee that his annual pay and bonus will be at least $2.4 million a year.	Beckham will receive a yearly salary of 10 million plus bonuses earning him about 220000 a game	1
A day earlier, a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi's death.	On Monday, one American soldier was killed and another was wounded when their convoy was ambushed in northern Iraq.	0
The defeat for suspended Alabama Chief Justice Roy Moore was expected.	Financial terms of the sale which is expected to be completed by the end of August were not disclosed	0
Britain has said it wants to haggle over articles of the draft calling for closer coordination of tax and economic policy.	Britain has said it will oppose articles calling for closer coordination of tax and economic policy to uphold the national right of veto	1
We're delighted the testing has worked -- we caught this ... and haven't sent it into the blood supply, said Dr. Dale Towns, Calgary medical director of CBS.	Im pleased we are bringing it to a conclusion Garton said	0
Helen Sharkey, 31, and Gene Foster, 44, pleaded guilty Tuesday to one count of conspiracy to commit securities fraud.	Both of these kids are in wonderful physical condition right now, he said during a press briefing at the hospital.	0
The company said it now expects second-quarter earnings of 68 cents and 72 cents a share, down from its prior outlook of 77 cents to 82 cents.	Excluding onetime items it expects profit of 11 cents to 15 cents a share	1
AstraZeneca says just 1pc of people of those taking the drug worldwide have suffered serious consequences.	The draft of the report was forthright Climate change has global consequences for human health and the environment	0
The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay.	Cisco has similar relationships with BellSouth competitors SBC Communications ATT and Sprint Communications	0
There are just a handful of Catholics left in Banja Luka.	Judge Craig Doran said he couldn't determine if Hovan was an evil man but said he has committed an evil act.	0
He said the foodservice pie business doesn't fit the company's long-term growth strategy.	The broader Standard & Poor's 500 Index <.SPX> added 0.99 points, or 0.1 percent, at 995.69.	0
Because of that, the family had run him out of the house over the objections of the grandmother and he was living on the street.	Because of that the family had kept him from the home over the objections of the grandmother police said	1
A total of 114 U.S. soldiers were killed between the start of the war March 20 and the end of April.	Those that choose the handset option must have 95 percent of their customers using the technology by the end of 2005.	0
Daren and Barbara Jensen refused to heed doctors' recommendation of chemotherapy, fearing the treatment would stunt Parker's growth and leave him sterile.	They fear the treatment would stunt the boys growth and leave him sterile	1
India has also in the past blamed Pakistan-based militants fighting Indian rule in Kashmir, its only Muslim-majority state, for bombs and other attacks.	The releases are the latest in a series of efforts by the government to move Myanmar closer to multiparty democracy and national reconciliation, a government statement said.	0
Their difference was over whether the court should pay attention to legal opinions of other world courts, such as the European Court of Human Rights.	Their difference was over whether the court should take into account the legal opinions of other world courts like the European Court of Human Rights	1
But U.S. administration officials moved to talk down Snow's impact on currencies, saying his comments were not reflective of Washington's policy and were merely an observation about the economy.	In early trading, the Dow Jones industrial average was up 3.90, or 0.04 percent, at 9,113.75, having gained 36.90 on Tuesday.	0
